Street,City,State,neighborhood_name,crime_rate
623166 Cedar Lane,Paterson,CT,North New Haven,7.1
491715 Chad Valley,Paterson,CT,Downtown New London,3.2
451168 Alison Bridge,Paterson,CT,Downtown Stamford,9.4
14003 Pine Drive,New Haven,CT,Downtown Stamford,9.4
527670 Elm Circle,Albany,CT,North New Haven,7.1
528385 Santos Stream,Albany,CT,South Norwalk,7.0
8880 Santos Stream,Albany,CT,East Hartford,2.7
9633 Omar Park,Elizabeth,NJ,Mid New Brunswick,7.6
394744 Dawson Terrace,Elizabeth,NJ,East Elizabeth,4.5
589942 Chad Valley,Trenton,CT,East Hartford,2.7
405480 Maple Street,Trenton,CT,South Norwalk,7.0
306195 Dawson Terrace,Trenton,CT,South Norwalk,7.0
532644 Alison Bridge,Trenton,CT,Downtown New London,3.2
89640 Cedar Lane,Trenton,CT,Downtown New London,3.2
249832 Oak Avenue,Trenton,CT,East Hartford,2.7
247170 Maple Street,Syracuse,CT,East Hartford,2.7
20250 Santos Stream,Paterson,CT,Downtown Stamford,9.4
545226 Maple Street,Paterson,CT,Downtown New London,3.2
302304 Oak Avenue,Trenton,CT,North New Haven,7.1
684477 Cedar Lane,Newark,CT,Downtown Stamford,9.4
33930 Chad Valley,Hartford,CT,North New Haven,7.1
623630 Cedar Lane,Hartford,CT,Downtown New London,3.2
464940 Elm Circle,Syracuse,CT,South Norwalk,7.0
578348 Oak Avenue,Syracuse,CT,South Norwalk,7.0
486636 Pine Drive,Syracuse,CT,Downtown Stamford,9.4
360525 Oak Avenue,New Haven,CT,East Hartford,2.7
335160 Maple Street,New Haven,CT,Downtown New London,3.2
613366 Maple Street,New Haven,CT,North New Haven,7.1
246126 Alison Bridge,Paterson,CT,North New Haven,7.1
2289 Alison Bridge,Albany,CT,Downtown Stamford,9.4
391168 Maple Street,Albany,CT,Downtown Stamford,9.4
192780 Cedar Lane,Waterbury,CT,Downtown New London,3.2
512454 Elm Circle,Bridgeport,CT,South Norwalk,7.0
634309 Santos Stream,Bridgeport,CT,Downtown Stamford,9.4
708864 Elm Circle,Bridgeport,CT,Downtown New London,3.2
288375 Maple Street,Paterson,CT,South Norwalk,7.0
705320 Santos Stream,Paterson,CT,East Hartford,2.7
125673 Dawson Terrace,Paterson,CT,East Hartford,2.7
694028 Oak Avenue,Paterson,CT,East Hartford,2.7
597529 Dawson Terrace,Paterson,CT,North New Haven,7.1
264708 Chad Valley,Paterson,CT,East Hartford,2.7
672700 Chad Valley,Paterson,CT,Downtown New London,3.2
545528 Dawson Terrace,Elizabeth,NJ,East Elizabeth,4.5
305361 Chad Valley,Rochester,CT,South Norwalk,7.0
24896 Pine Drive,Rochester,CT,Downtown New London,3.2
518035 Maple Street,Stamford,CT,South Norwalk,7.0
359580 Alison Bridge,Stamford,CT,Downtown Stamford,9.4
448294 Alison Bridge,New Haven,CT,North New Haven,7.1
187680 Dawson Terrace,New Haven,CT,Downtown Stamford,9.4
697653 Oak Avenue,New Haven,CT,Downtown Stamford,9.4
743232 Maple Street,Rochester,CT,Downtown Stamford,9.4
360315 Santos Stream,Rochester,CT,South Norwalk,7.0
222438 Cedar Lane,Rochester,CT,Downtown Stamford,9.4
236887 Elm Circle,Rochester,CT,Downtown New London,3.2
739144 Pine Drive,Rochester,CT,East Hartford,2.7
728247 Omar Park,Rochester,CT,East Hartford,2.7
622520 Alison Bridge,Jersey City,CT,Downtown New London,3.2
186676 Alison Bridge,Jersey City,CT,North New Haven,7.1
464112 Maple Street,Jersey City,CT,East Hartford,2.7
356850 Elm Circle,Trenton,CT,South Norwalk,7.0
119100 Santos Stream,Trenton,CT,North New Haven,7.1
292560 Elm Circle,Trenton,CT,Downtown Stamford,9.4
639984 Oak Avenue,New York,NY,Downtown Manhattan,1.7
255040 Alison Bridge,New York,NY,Midtown West,6.1
165984 Santos Stream,New York,NY,Upper East Side,8.0
58327 Maple Street,Bridgeport,CT,Downtown Stamford,9.4
540000 Omar Park,Newark,CT,East Hartford,2.7
620775 Pine Drive,Newark,CT,Downtown Stamford,9.4
56140 Elm Circle,Newark,CT,North New Haven,7.1
652839 Pine Drive,Hartford,CT,Downtown Stamford,9.4
571644 Pine Drive,Hartford,CT,Downtown New London,3.2
173075 Pine Drive,Bridgeport,CT,Downtown Stamford,9.4
623844 Dawson Terrace,Bridgeport,CT,Downtown New London,3.2
105717 Dawson Terrace,Newark,CT,South Norwalk,7.0
637512 Pine Drive,Newark,CT,Downtown New London,3.2
4854 Pine Drive,Newark,CT,North New Haven,7.1
461700 Pine Drive,Bridgeport,CT,South Norwalk,7.0
351974 Santos Stream,Bridgeport,CT,North New Haven,7.1
248472 Alison Bridge,Bridgeport,CT,South Norwalk,7.0
309753 Pine Drive,Bridgeport,CT,South Norwalk,7.0
96052 Alison Bridge,Bridgeport,CT,Downtown New London,3.2
242870 Alison Bridge,Paterson,CT,South Norwalk,7.0
93024 Maple Street,Paterson,CT,North New Haven,7.1
523697 Alison Bridge,Paterson,CT,North New Haven,7.1
26176 Omar Park,Paterson,CT,South Norwalk,7.0
295659 Santos Stream,Elizabeth,NJ,South Trenton,1.0
628940 Chad Valley,Elizabeth,NJ,Mid New Brunswick,7.6
19704 Cedar Lane,Elizabeth,NJ,East Elizabeth,4.5
409356 Omar Park,Buffalo,NY,Northern Queens,9.3
764567 Omar Park,Hartford,CT,South Norwalk,7.0
15656 Chad Valley,Hartford,CT,South Norwalk,7.0
321750 Chad Valley,Hartford,CT,East Hartford,2.7
14868 Chad Valley,Jersey City,CT,Downtown Stamford,9.4
387863 Santos Stream,Jersey City,CT,Downtown New London,3.2
375084 Elm Circle,Jersey City,CT,North New Haven,7.1
281031 Cedar Lane,Trenton,CT,Downtown New London,3.2
351920 Pine Drive,Trenton,CT,Downtown Stamford,9.4
533502 Omar Park,Trenton,CT,Downtown Stamford,9.4
96512 Pine Drive,New Haven,CT,East Hartford,2.7
538951 Santos Stream,New Haven,CT,East Hartford,2.7
564618 Elm Circle,New Haven,CT,Downtown New London,3.2
568635 Elm Circle,Waterbury,CT,East Hartford,2.7
575168 Omar Park,Waterbury,CT,East Hartford,2.7
835326 Maple Street,Buffalo,NY,Lower East Side,6.8
470118 Cedar Lane,Buffalo,NY,South Staten Island,6.3
526892 Santos Stream,Buffalo,NY,South Bronx,3.6
234360 Chad Valley,Bridgeport,CT,East Hartford,2.7
346492 Maple Street,Paterson,CT,North New Haven,7.1
537196 Dawson Terrace,Paterson,CT,North New Haven,7.1
653325 Dawson Terrace,Paterson,CT,South Norwalk,7.0
692924 Chad Valley,Trenton,CT,North New Haven,7.1
368420 Chad Valley,Elizabeth,NJ,Mid New Brunswick,7.6
811314 Pine Drive,Elizabeth,NJ,South Trenton,1.0
50820 Cedar Lane,Syracuse,CT,South Norwalk,7.0
691968 Elm Circle,Syracuse,CT,North New Haven,7.1
484779 Elm Circle,Syracuse,CT,Downtown New London,3.2
266900 Chad Valley,New Haven,CT,Downtown New London,3.2
374440 Dawson Terrace,New Haven,CT,Downtown Stamford,9.4
15336 Pine Drive,New Haven,CT,North New Haven,7.1
522889 Chad Valley,Albany,CT,Downtown New London,3.2
432978 Chad Valley,Albany,CT,Downtown New London,3.2
58995 Dawson Terrace,Albany,CT,Downtown New London,3.2
488776 Oak Avenue,New York,NY,Downtown Manhattan,1.7
803009 Oak Avenue,New York,NY,East Bronx,5.7
385242 Alison Bridge,Buffalo,NY,Downtown Manhattan,1.7
341023 Maple Street,Buffalo,NY,Downtown Manhattan,1.7
3440 Oak Avenue,Hartford,CT,South Norwalk,7.0
37884 Chad Valley,New York,NY,Midtown West,6.1
833554 Maple Street,New York,NY,South Staten Island,6.3
303776 Dawson Terrace,Buffalo,NY,North Staten Island,2.0
851904 Omar Park,New York,NY,Northern Queens,9.3
114180 Alison Bridge,New York,NY,Downtown Manhattan,1.7
425206 Alison Bridge,Newark,CT,East Hartford,2.7
482919 Cedar Lane,Newark,CT,East Hartford,2.7
320292 Cedar Lane,Newark,CT,South Norwalk,7.0
762982 Cedar Lane,Elizabeth,NJ,Mid New Brunswick,7.6
371490 Cedar Lane,Elizabeth,NJ,South Trenton,1.0
744705 Cedar Lane,Albany,CT,Downtown Stamford,9.4
539768 Elm Circle,Albany,CT,North New Haven,7.1
631179 Chad Valley,New Haven,CT,Downtown New London,3.2
287546 Pine Drive,New Haven,CT,Downtown Stamford,9.4
728000 Pine Drive,New Haven,CT,Downtown Stamford,9.4
242652 Omar Park,New York,NY,Midtown West,6.1
252576 Alison Bridge,New York,NY,Midtown West,6.1
734008 Alison Bridge,New York,NY,East Bronx,5.7
726054 Santos Stream,Stamford,CT,Downtown New London,3.2
186560 Elm Circle,Stamford,CT,Downtown New London,3.2
260776 Elm Circle,Waterbury,CT,South Norwalk,7.0
528318 Elm Circle,Waterbury,CT,North New Haven,7.1
832669 Chad Valley,Bridgeport,CT,Downtown New London,3.2
781456 Pine Drive,Paterson,CT,South Norwalk,7.0
483210 Dawson Terrace,Bridgeport,CT,North New Haven,7.1
177200 Dawson Terrace,Bridgeport,CT,South Norwalk,7.0
143694 Santos Stream,Hartford,CT,Downtown New London,3.2
422688 Elm Circle,Buffalo,NY,East Bronx,5.7
136906 Cedar Lane,Buffalo,NY,Northern Queens,9.3
723570 Oak Avenue,Stamford,CT,East Hartford,2.7
206712 Elm Circle,Albany,CT,Downtown Stamford,9.4
794772 Santos Stream,Albany,CT,South Norwalk,7.0
845671 Omar Park,Bridgeport,CT,North New Haven,7.1
520308 Santos Stream,Bridgeport,CT,North New Haven,7.1
528050 Cedar Lane,Bridgeport,CT,North New Haven,7.1
474880 Elm Circle,Bridgeport,CT,East Hartford,2.7
138138 Maple Street,Bridgeport,CT,North New Haven,7.1
50288 Maple Street,Stamford,CT,Downtown Stamford,9.4
578057 Maple Street,Hartford,CT,Downtown Stamford,9.4
496800 Pine Drive,Syracuse,CT,Downtown Stamford,9.4
503659 Dawson Terrace,Syracuse,CT,North New Haven,7.1
598928 Chad Valley,Syracuse,CT,Downtown New London,3.2
292572 Omar Park,Paterson,CT,Downtown Stamford,9.4
434824 Dawson Terrace,Stamford,CT,Downtown Stamford,9.4
218105 Oak Avenue,Stamford,CT,Downtown New London,3.2
190260 Santos Stream,Stamford,CT,North New Haven,7.1
590457 Elm Circle,Waterbury,CT,North New Haven,7.1
391348 Elm Circle,Waterbury,CT,East Hartford,2.7
456318 Elm Circle,Waterbury,CT,North New Haven,7.1
722540 Omar Park,Newark,CT,Downtown Stamford,9.4
158514 Elm Circle,Elizabeth,NJ,Downtown Camden,1.3
232560 Cedar Lane,Waterbury,CT,Downtown New London,3.2
596189 Dawson Terrace,Waterbury,CT,Downtown New London,3.2
540174 Santos Stream,Waterbury,CT,South Norwalk,7.0
696315 Alison Bridge,Waterbury,CT,East Hartford,2.7
306860 Elm Circle,Waterbury,CT,Downtown New London,3.2
346626 Cedar Lane,Waterbury,CT,South Norwalk,7.0
151470 Oak Avenue,Stamford,CT,Downtown Stamford,9.4
66168 Chad Valley,Waterbury,CT,Downtown New London,3.2
419520 Dawson Terrace,Waterbury,CT,South Norwalk,7.0
406161 Cedar Lane,Waterbury,CT,South Norwalk,7.0
299650 Omar Park,Waterbury,CT,East Hartford,2.7
726401 Omar Park,Stamford,CT,North New Haven,7.1
418572 Pine Drive,Stamford,CT,Downtown Stamford,9.4
441225 Pine Drive,Paterson,CT,North New Haven,7.1
247242 Elm Circle,Paterson,CT,South Norwalk,7.0
453303 Elm Circle,Paterson,CT,Downtown New London,3.2
584640 Oak Avenue,Waterbury,CT,North New Haven,7.1
74320 Omar Park,Waterbury,CT,North New Haven,7.1
909540 Pine Drive,Jersey City,CT,Downtown New London,3.2
911449 Maple Street,New York,NY,West Bronx,1.7
251640 Dawson Terrace,New York,NY,Upper East Side,8.0
31722 Maple Street,Paterson,CT,Downtown New London,3.2
536116 Omar Park,Paterson,CT,Downtown Stamford,9.4
778855 Alison Bridge,Paterson,CT,East Hartford,2.7
328536 Pine Drive,Jersey City,CT,Downtown New London,3.2
453508 Santos Stream,Jersey City,CT,Downtown New London,3.2
767284 Alison Bridge,Newark,CT,Downtown New London,3.2
596265 Elm Circle,Newark,CT,East Hartford,2.7
338400 Oak Avenue,Newark,CT,South Norwalk,7.0
682225 Dawson Terrace,Rochester,CT,Downtown Stamford,9.4
600054 Dawson Terrace,Rochester,CT,Downtown New London,3.2
678960 Chad Valley,Waterbury,CT,North New Haven,7.1
27376 Maple Street,Waterbury,CT,Downtown Stamford,9.4
79380 Dawson Terrace,New Haven,CT,Downtown New London,3.2
590304 Dawson Terrace,Trenton,CT,South Norwalk,7.0
523691 Chad Valley,Trenton,CT,North New Haven,7.1
393420 Alison Bridge,Waterbury,CT,Downtown New London,3.2
181259 Cedar Lane,Jersey City,CT,East Hartford,2.7
653600 Elm Circle,Jersey City,CT,North New Haven,7.1
86541 Maple Street,Buffalo,NY,East Bronx,5.7
90440 Elm Circle,Buffalo,NY,Lower West Side,1.5
66710 Omar Park,Albany,CT,North New Haven,7.1
706914 Chad Valley,Albany,CT,North New Haven,7.1
546260 Omar Park,Albany,CT,East Hartford,2.7
661552 Chad Valley,Syracuse,CT,Downtown Stamford,9.4
578985 Chad Valley,Syracuse,CT,Downtown Stamford,9.4
455050 Chad Valley,Rochester,CT,East Hartford,2.7
505393 Elm Circle,Rochester,CT,Downtown New London,3.2
906240 Maple Street,Rochester,CT,South Norwalk,7.0
324818 Santos Stream,Bridgeport,CT,East Hartford,2.7
609908 Elm Circle,Bridgeport,CT,East Hartford,2.7
864774 Dawson Terrace,Bridgeport,CT,Downtown New London,3.2
750956 Dawson Terrace,Buffalo,NY,Upper West Side,7.7
527855 Santos Stream,Buffalo,NY,South Staten Island,6.3
234738 Oak Avenue,Buffalo,NY,South Staten Island,6.3
917683 Oak Avenue,Buffalo,NY,West Bronx,1.7
326216 Santos Stream,Buffalo,NY,Downtown Brooklyn,4.8
546516 Cedar Lane,Syracuse,CT,North New Haven,7.1
265780 Dawson Terrace,Stamford,CT,Downtown Stamford,9.4
271880 Elm Circle,Stamford,CT,Downtown New London,3.2
90396 Maple Street,Stamford,CT,Downtown Stamford,9.4
377524 Oak Avenue,Buffalo,NY,East Bronx,5.7
245448 Maple Street,Albany,CT,Downtown Stamford,9.4
576225 Cedar Lane,Albany,CT,East Hartford,2.7
805200 Pine Drive,Jersey City,CT,East Hartford,2.7
772807 Elm Circle,Jersey City,CT,Downtown New London,3.2
687534 Pine Drive,Syracuse,CT,Downtown Stamford,9.4
3916 Maple Street,Syracuse,CT,Downtown New London,3.2
352800 Elm Circle,Paterson,CT,East Hartford,2.7
423792 Omar Park,Paterson,CT,North New Haven,7.1
915224 Pine Drive,Paterson,CT,South Norwalk,7.0
735284 Santos Stream,Rochester,CT,South Norwalk,7.0
146616 Cedar Lane,Rochester,CT,Downtown New London,3.2
946585 Elm Circle,Buffalo,NY,East Bronx,5.7
796688 Santos Stream,Buffalo,NY,North Staten Island,2.0
668199 Maple Street,Elizabeth,NJ,East Elizabeth,4.5
735072 Omar Park,Elizabeth,NJ,South Trenton,1.0
308568 Omar Park,Elizabeth,NJ,Downtown Camden,1.3
237600 Alison Bridge,Buffalo,NY,Upper East Side,8.0
990009 Pine Drive,Buffalo,NY,Midtown West,6.1
121024 Santos Stream,Buffalo,NY,Downtown Manhattan,1.7
578919 Pine Drive,Newark,CT,Downtown New London,3.2
552664 Cedar Lane,Newark,CT,Downtown Stamford,9.4
845750 Oak Avenue,Newark,CT,North New Haven,7.1
743016 Chad Valley,Newark,CT,South Norwalk,7.0
477563 Pine Drive,Newark,CT,Downtown New London,3.2
835326 Santos Stream,Trenton,CT,Downtown New London,3.2
334665 Alison Bridge,Trenton,CT,South Norwalk,7.0
94000 Maple Street,Trenton,CT,North New Haven,7.1
491491 Cedar Lane,Newark,CT,North New Haven,7.1
41082 Maple Street,Newark,CT,East Hartford,2.7
938808 Pine Drive,Rochester,CT,Downtown Stamford,9.4
637540 Omar Park,Rochester,CT,North New Haven,7.1
574860 Maple Street,Rochester,CT,Downtown New London,3.2
696152 Cedar Lane,Rochester,CT,Downtown Stamford,9.4
926440 Pine Drive,Rochester,CT,North New Haven,7.1
483840 Oak Avenue,Newark,CT,East Hartford,2.7
111999 Pine Drive,Rochester,CT,Downtown Stamford,9.4
483790 Maple Street,Rochester,CT,South Norwalk,7.0
850251 Maple Street,Rochester,CT,Downtown New London,3.2
10120 Santos Stream,New York,NY,Northern Queens,9.3
777984 Santos Stream,New York,NY,Lower West Side,1.5
430950 Oak Avenue,Paterson,CT,Downtown Stamford,9.4
22330 Oak Avenue,Buffalo,NY,Lower West Side,1.5
558800 Omar Park,Buffalo,NY,Lower East Side,6.8
912249 Oak Avenue,Bridgeport,CT,Downtown Stamford,9.4
751284 Chad Valley,Stamford,CT,South Norwalk,7.0
936461 Omar Park,Waterbury,CT,Downtown Stamford,9.4
914940 Pine Drive,Waterbury,CT,Downtown Stamford,9.4
164381 Chad Valley,Buffalo,NY,South Bronx,3.6
430262 Dawson Terrace,Paterson,CT,Downtown Stamford,9.4
970827 Dawson Terrace,Elizabeth,NJ,South Trenton,1.0
891904 Santos Stream,Elizabeth,NJ,Mid New Brunswick,7.6
597575 Pine Drive,Elizabeth,NJ,Mid New Brunswick,7.6
916218 Omar Park,Elizabeth,NJ,East Elizabeth,4.5
804141 Omar Park,Bridgeport,CT,North New Haven,7.1
691844 Santos Stream,Bridgeport,CT,Downtown Stamford,9.4
655473 Maple Street,Albany,CT,Downtown Stamford,9.4
801340 Maple Street,Buffalo,NY,Upper West Side,7.7
896970 Cedar Lane,Bridgeport,CT,North New Haven,7.1
613008 Santos Stream,Stamford,CT,South Norwalk,7.0
806773 Pine Drive,Stamford,CT,North New Haven,7.1
735174 Dawson Terrace,Syracuse,CT,Downtown New London,3.2
215280 Chad Valley,New York,NY,Lower East Side,6.8
545972 Maple Street,New Haven,CT,South Norwalk,7.0
943670 Chad Valley,Paterson,CT,East Hartford,2.7
618648 Elm Circle,Paterson,CT,Downtown Stamford,9.4
95588 Pine Drive,Rochester,CT,South Norwalk,7.0
952640 Chad Valley,Rochester,CT,South Norwalk,7.0
1037877 Cedar Lane,Rochester,CT,East Hartford,2.7
798172 Elm Circle,New Haven,CT,East Hartford,2.7
116816 Santos Stream,New Haven,CT,South Norwalk,7.0
914544 Elm Circle,New Haven,CT,Downtown New London,3.2
150480 Pine Drive,Waterbury,CT,East Hartford,2.7
235350 Maple Street,Waterbury,CT,North New Haven,7.1
776874 Maple Street,Waterbury,CT,Downtown New London,3.2
563824 Maple Street,Hartford,CT,North New Haven,7.1
991305 Maple Street,Buffalo,NY,Midtown West,6.1
748650 Elm Circle,Buffalo,NY,North Staten Island,2.0
682099 Maple Street,Buffalo,NY,South Bronx,3.6
493388 Omar Park,Jersey City,CT,Downtown Stamford,9.4
261144 Maple Street,Jersey City,CT,North New Haven,7.1
876928 Cedar Lane,Jersey City,CT,Downtown New London,3.2
989590 Cedar Lane,Hartford,CT,North New Haven,7.1
408672 Pine Drive,Bridgeport,CT,Downtown Stamford,9.4
590863 Maple Street,Bridgeport,CT,East Hartford,2.7
341734 Chad Valley,Bridgeport,CT,East Hartford,2.7
917094 Chad Valley,Paterson,CT,East Hartford,2.7
743060 Chad Valley,Paterson,CT,North New Haven,7.1
401058 Chad Valley,Paterson,CT,North New Haven,7.1
198594 Pine Drive,New York,NY,Upper West Side,7.7
873786 Alison Bridge,New York,NY,Downtown Manhattan,1.7
985264 Alison Bridge,New York,NY,South Bronx,3.6
982995 Cedar Lane,Buffalo,NY,Downtown Manhattan,1.7
851734 Alison Bridge,Bridgeport,CT,Downtown Stamford,9.4
956032 Maple Street,Bridgeport,CT,East Hartford,2.7
1039164 Pine Drive,Buffalo,NY,Lower East Side,6.8
427600 Maple Street,Albany,CT,Downtown Stamford,9.4
1055020 Dawson Terrace,Albany,CT,East Hartford,2.7
973539 Santos Stream,Jersey City,CT,East Hartford,2.7
940144 Alison Bridge,Jersey City,CT,South Norwalk,7.0
831575 Elm Circle,New York,NY,Upper East Side,8.0
699174 Omar Park,Stamford,CT,Downtown Stamford,9.4
1044900 Chad Valley,Trenton,CT,Downtown New London,3.2
24748 Chad Valley,Hartford,CT,East Hartford,2.7
876678 Omar Park,Hartford,CT,South Norwalk,7.0
919534 Oak Avenue,New Haven,CT,South Norwalk,7.0
617188 Omar Park,Stamford,CT,Downtown New London,3.2
831600 Dawson Terrace,Stamford,CT,Downtown New London,3.2
728594 Dawson Terrace,Stamford,CT,South Norwalk,7.0
782286 Alison Bridge,Albany,CT,South Norwalk,7.0
191691 Santos Stream,Albany,CT,North New Haven,7.1
635224 Dawson Terrace,Albany,CT,Downtown Stamford,9.4
24955 Alison Bridge,Waterbury,CT,Downtown New London,3.2
73848 Santos Stream,Waterbury,CT,Downtown New London,3.2
1068521 Chad Valley,Waterbury,CT,Downtown New London,3.2
917184 Elm Circle,Hartford,CT,South Norwalk,7.0
680625 Dawson Terrace,Paterson,CT,East Hartford,2.7
1063840 Elm Circle,Paterson,CT,Downtown Stamford,9.4
438582 Maple Street,New York,NY,Upper East Side,8.0
121212 Dawson Terrace,New York,NY,Lower East Side,6.8
261227 Alison Bridge,New York,NY,Lower West Side,1.5
992258 Elm Circle,Buffalo,NY,Upper East Side,8.0
981120 Pine Drive,Buffalo,NY,South Bronx,3.6
868032 Pine Drive,Buffalo,NY,Upper West Side,7.7
465128 Santos Stream,Stamford,CT,East Hartford,2.7
1092510 Omar Park,Stamford,CT,North New Haven,7.1
957229 Oak Avenue,Stamford,CT,South Norwalk,7.0
563200 Dawson Terrace,Rochester,CT,South Norwalk,7.0
624267 Dawson Terrace,Bridgeport,CT,Downtown New London,3.2
239134 Elm Circle,Bridgeport,CT,North New Haven,7.1
274647 Pine Drive,Bridgeport,CT,Downtown New London,3.2
226320 Pine Drive,Bridgeport,CT,South Norwalk,7.0
528190 Elm Circle,Bridgeport,CT,Downtown New London,3.2
589498 Maple Street,Buffalo,NY,South Staten Island,6.3
649809 Cedar Lane,Buffalo,NY,Downtown Brooklyn,4.8
1090272 Maple Street,Bridgeport,CT,Downtown Stamford,9.4
948195 Santos Stream,Bridgeport,CT,Downtown Stamford,9.4
400710 Maple Street,Bridgeport,CT,Downtown Stamford,9.4
571054 Dawson Terrace,Newark,CT,North New Haven,7.1
970776 Alison Bridge,Newark,CT,Downtown Stamford,9.4
40068 Oak Avenue,Newark,CT,East Hartford,2.7
515782 Maple Street,Newark,CT,North New Haven,7.1
964475 Chad Valley,New York,NY,North Staten Island,2.0
366048 Alison Bridge,New York,NY,North Staten Island,2.0
497065 Santos Stream,Syracuse,CT,East Hartford,2.7
42484 Omar Park,Syracuse,CT,Downtown Stamford,9.4
1022766 Chad Valley,Trenton,CT,Downtown New London,3.2
518560 Omar Park,Trenton,CT,Downtown New London,3.2
664753 Maple Street,Waterbury,CT,Downtown New London,3.2
37026 Pine Drive,Waterbury,CT,North New Haven,7.1
150482 Cedar Lane,Syracuse,CT,Downtown New London,3.2
347316 Elm Circle,Syracuse,CT,East Hartford,2.7
797625 Pine Drive,Stamford,CT,North New Haven,7.1
109222 Oak Avenue,Stamford,CT,North New Haven,7.1
578151 Elm Circle,Buffalo,NY,Upper West Side,7.7
776064 Oak Avenue,Paterson,CT,South Norwalk,7.0
718044 Omar Park,Paterson,CT,East Hartford,2.7
517540 Dawson Terrace,Paterson,CT,East Hartford,2.7
225069 Santos Stream,New York,NY,Midtown East,2.1
212816 Dawson Terrace,New York,NY,Midtown West,6.1
246994 Santos Stream,New York,NY,Midtown West,6.1
862974 Alison Bridge,New York,NY,West Bronx,1.7
1063495 Alison Bridge,New York,NY,West Bronx,1.7
1095104 Chad Valley,New York,NY,West Bronx,1.7
486636 Dawson Terrace,New York,NY,Lower East Side,6.8
1128896 Elm Circle,Waterbury,CT,East Hartford,2.7
799578 Alison Bridge,Waterbury,CT,East Hartford,2.7
541500 Chad Valley,Waterbury,CT,Downtown New London,3.2
67319 Oak Avenue,Jersey City,CT,East Hartford,2.7
87934 Maple Street,Jersey City,CT,South Norwalk,7.0
268605 Chad Valley,Stamford,CT,North New Haven,7.1
815672 Alison Bridge,Stamford,CT,South Norwalk,7.0
1051110 Elm Circle,Trenton,CT,North New Haven,7.1
1025670 Pine Drive,Trenton,CT,Downtown New London,3.2
175491 Omar Park,Trenton,CT,North New Haven,7.1
746200 Oak Avenue,Syracuse,CT,Downtown Stamford,9.4
861750 Cedar Lane,Waterbury,CT,Downtown Stamford,9.4
439300 Maple Street,Waterbury,CT,North New Haven,7.1
387887 Elm Circle,Waterbury,CT,Downtown Stamford,9.4
741888 Maple Street,Waterbury,CT,East Hartford,2.7
453129 Alison Bridge,Waterbury,CT,East Hartford,2.7
338122 Cedar Lane,Waterbury,CT,South Norwalk,7.0
1061445 Omar Park,Syracuse,CT,East Hartford,2.7
379168 Alison Bridge,Syracuse,CT,Downtown New London,3.2
688415 Pine Drive,Newark,CT,Downtown New London,3.2
497940 Oak Avenue,Newark,CT,South Norwalk,7.0
417240 Santos Stream,Elizabeth,NJ,Downtown Camden,1.3
1001080 Maple Street,Waterbury,CT,Downtown Stamford,9.4
156735 Chad Valley,Stamford,CT,Downtown New London,3.2
424130 Maple Street,Stamford,CT,East Hartford,2.7
694311 Cedar Lane,Paterson,CT,East Hartford,2.7
768240 Chad Valley,Paterson,CT,North New Haven,7.1
560365 Oak Avenue,Hartford,CT,South Norwalk,7.0
701932 Alison Bridge,Hartford,CT,Downtown Stamford,9.4
256740 Pine Drive,Hartford,CT,North New Haven,7.1
182208 Maple Street,Bridgeport,CT,East Hartford,2.7
923510 Dawson Terrace,Bridgeport,CT,South Norwalk,7.0
742950 Santos Stream,Bridgeport,CT,South Norwalk,7.0
745927 Cedar Lane,Trenton,CT,Downtown New London,3.2
1071208 Dawson Terrace,Trenton,CT,East Hartford,2.7
539580 Santos Stream,New York,NY,South Staten Island,6.3
412074 Oak Avenue,New York,NY,East Bronx,5.7
875375 Pine Drive,Trenton,CT,North New Haven,7.1
1078392 Maple Street,Trenton,CT,East Hartford,2.7
755634 Oak Avenue,Hartford,CT,East Hartford,2.7
438216 Chad Valley,Hartford,CT,Downtown Stamford,9.4
805257 Pine Drive,Newark,CT,South Norwalk,7.0
390580 Cedar Lane,Newark,CT,Downtown Stamford,9.4
807804 Chad Valley,Jersey City,CT,East Hartford,2.7
940872 Omar Park,Jersey City,CT,North New Haven,7.1
1132131 Chad Valley,Jersey City,CT,Downtown New London,3.2
1069152 Alison Bridge,Newark,CT,Downtown Stamford,9.4
519030 Elm Circle,Newark,CT,Downtown Stamford,9.4
659416 Cedar Lane,Newark,CT,North New Haven,7.1
193481 Dawson Terrace,Buffalo,NY,Midtown East,2.1
608256 Cedar Lane,Paterson,CT,Downtown New London,3.2
416150 Pine Drive,Paterson,CT,Downtown Stamford,9.4
604520 Maple Street,Paterson,CT,North New Haven,7.1
400176 Santos Stream,Trenton,CT,Downtown Stamford,9.4
48872 Chad Valley,Trenton,CT,East Hartford,2.7
99019 Elm Circle,Trenton,CT,East Hartford,2.7
88356 Pine Drive,Albany,CT,Downtown Stamford,9.4
322650 Oak Avenue,Paterson,CT,Downtown New London,3.2
270296 Santos Stream,Paterson,CT,East Hartford,2.7
531468 Pine Drive,Syracuse,CT,South Norwalk,7.0
337836 Alison Bridge,Jersey City,CT,Downtown New London,3.2
1070707 Oak Avenue,Jersey City,CT,East Hartford,2.7
702000 Omar Park,Jersey City,CT,Downtown New London,3.2
838298 Santos Stream,Buffalo,NY,Lower East Side,6.8
2404 Santos Stream,Buffalo,NY,Upper East Side,8.0
716988 Alison Bridge,Bridgeport,CT,Downtown Stamford,9.4
