school_ID,school_name,school_rating,school_type,school_level,state,city,street,zip_code
1272,Garcia Group,1,Private,Middle,CT,Jersey City,560952 Alison Bridge,8080
1273,Ayala Ltd,9,Public,High,CT,Jersey City,570304 Santos Stream,8080
1274,"Sharp, Lewis and Simon",8,Public,Middle,NY,Buffalo,847210 Alison Bridge,12078
1275,Brock and Sons,1,Public,High,NY,New York,369750 Omar Park,14118
1276,Mcclain-Bradley,8,Private,Elementary,CT,Hartford,299860 Santos Stream,6294
1277,Meyer-Gomez,6,Public,Pre-K,NY,Buffalo,888792 Maple Street,10817
1278,Jones Ltd,7,Public,High,CT,Stamford,853704 Chad Valley,6128
1279,Lopez and Sons,0,Public,High,CT,Stamford,200803 Alison Bridge,6128
1280,Harris-Scott,8,Private,High,CT,Stamford,611840 Chad Valley,6128
1281,Kelly-Mosley,3,Private,High,CT,Waterbury,844179 Oak Avenue,6016
1282,"Hutchinson, Fernandez and Johnson",3,Public,Pre-K,CT,Waterbury,932014 Chad Valley,6016
1283,"Hughes, Rogers and Smith",3,Public,Pre-K,CT,Waterbury,106489 Dawson Terrace,6016
1284,Brown LLC,6,Public,Elementary,NY,New York,1164588 Omar Park,13412
1285,"Reynolds, Guerra and Hernandez",4,Public,Pre-K,NY,New York,323820 Omar Park,13412
1286,Pratt-Willis,10,Private,High,CT,Bridgeport,945210 Elm Circle,6120
1287,Tate-Reed,9,Private,Elementary,CT,Bridgeport,652509 Dawson Terrace,6120
1288,Rivera and Sons,0,Private,Elementary,NY,New York,627256 Alison Bridge,11053
1289,Zamora Ltd,10,Private,Elementary,NY,New York,232020 Omar Park,11053
1290,Hubbard-Morrison,5,Public,High,NY,New York,51600 Chad Valley,11053
1291,Walsh Ltd,6,Public,Middle,CT,Rochester,804293 Dawson Terrace,10795
1292,Buckley LLC,0,Public,High,CT,Rochester,536180 Chad Valley,10795
1293,"Martin, Ramirez and Roberts",4,Private,Pre-K,CT,Rochester,724080 Alison Bridge,10795
1294,Wright LLC,9,Public,Pre-K,CT,Waterbury,292444 Omar Park,6160
1295,Williams Group,3,Private,High,CT,Paterson,303030 Chad Valley,7304
1296,"Montoya, Alvarez and Wilson",0,Private,High,CT,Paterson,816480 Alison Bridge,7304
1297,"Jones, Hood and Hernandez",1,Public,Elementary,CT,Paterson,1022036 Alison Bridge,7304
1298,Lin-Tate,1,Public,High,CT,Newark,1114982 Pine Drive,7018
1299,Johnston-Smith,5,Public,Elementary,CT,Newark,906702 Maple Street,7018
1300,"Bennett, Duran and Torres",4,Private,Pre-K,CT,Stamford,127400 Elm Circle,6006
1301,Higgins and Sons,10,Public,Elementary,CT,Stamford,948429 Chad Valley,6006
1302,Hamilton-Dixon,8,Private,High,CT,Stamford,312480 Dawson Terrace,6111
1303,"Moore, Ramirez and Goodman",6,Public,Pre-K,CT,Stamford,157663 Santos Stream,6111
1304,Hamilton-Castillo,9,Private,Middle,CT,Paterson,844992 Santos Stream,7664
1305,Evans Ltd,1,Private,Elementary,CT,Bridgeport,647280 Elm Circle,6363
1306,Johnson-Williams,3,Public,Pre-K,CT,New Haven,936402 Cedar Lane,6033
1307,"Summers, Garcia and Powell",1,Private,Elementary,CT,New Haven,595992 Maple Street,6033
1308,"Robinson, Jones and Riley",8,Private,Pre-K,CT,New Haven,847584 Maple Street,6033
1309,"Wilson, Park and Moore",5,Public,Pre-K,CT,Rochester,1117886 Santos Stream,11718
1310,Phillips-Esparza,2,Private,Elementary,CT,Rochester,721810 Chad Valley,11718
1311,Williams Ltd,1,Public,Middle,CT,Trenton,975384 Elm Circle,7855
1312,Stephens-Evans,10,Private,Pre-K,CT,Waterbury,1053536 Pine Drive,6217
1313,Austin-Collins,2,Public,Pre-K,NY,Buffalo,22321 Maple Street,10807
1314,Stone PLC,1,Public,Pre-K,CT,Jersey City,997326 Oak Avenue,8731
1315,"Murphy, Reynolds and Price",6,Private,Middle,CT,Jersey City,1059890 Alison Bridge,8731
1316,Smith-Green,1,Private,Middle,CT,Jersey City,379008 Dawson Terrace,8731
1317,Thomas-Douglas,5,Private,High,NJ,Elizabeth,592650 Oak Avenue,8099
1318,Miller-Ibarra,1,Private,Elementary,NJ,Elizabeth,578602 Oak Avenue,8099
1319,Gilbert-Walker,10,Private,Middle,NJ,Elizabeth,440546 Omar Park,8099
1320,Johnson-Webb,10,Public,Elementary,CT,Paterson,1148400 Omar Park,8859
1321,Malone Inc,5,Private,High,CT,Paterson,50198 Elm Circle,8859
1322,Lewis Inc,6,Public,Elementary,CT,Rochester,1107836 Alison Bridge,14705
1323,Cole-Smith,2,Public,Middle,CT,Rochester,231525 Chad Valley,14705
1324,Flowers and Sons,2,Private,Elementary,CT,Rochester,644788 Maple Street,14869
1325,Martinez-Robertson,5,Public,Middle,CT,Syracuse,132500 Cedar Lane,11908
1326,"Ellison, Fox and Costa",3,Public,Elementary,CT,Syracuse,583440 Oak Avenue,11908
1327,"Thomas, Lee and Williams",4,Public,Middle,CT,Paterson,885109 Alison Bridge,7585
1328,James and Sons,6,Public,Middle,CT,Paterson,573696 Chad Valley,7585
1329,Miller-Martin,1,Private,Elementary,CT,Paterson,1192113 Maple Street,7585
1330,White-Howard,8,Public,High,NJ,Elizabeth,692930 Alison Bridge,8281
1331,Padilla PLC,0,Private,Pre-K,CT,Newark,1052821 Maple Street,7076
1332,"Jenkins, Williamson and Gomez",0,Private,High,CT,Hartford,1318680 Oak Avenue,6167
1333,Calderon Inc,6,Public,Elementary,CT,Hartford,673165 Alison Bridge,6167
1334,Marquez Inc,3,Private,High,CT,Hartford,672336 Maple Street,6167
1335,Bates-Williams,6,Private,Middle,CT,Albany,209595 Maple Street,10246
1336,Stone Group,10,Private,Pre-K,CT,Albany,777552 Cedar Lane,10246
1337,Weiss-Kelly,1,Public,Elementary,CT,Albany,631064 Cedar Lane,10246
1338,Melendez LLC,0,Private,Elementary,CT,Newark,196686 Oak Avenue,7659
1339,"Parker, Cordova and Mccoy",5,Private,Elementary,CT,Newark,1103336 Dawson Terrace,7659
1340,Mckay-Butler,9,Private,Pre-K,CT,Jersey City,1179200 Dawson Terrace,7534
1341,Dennis-Williams,6,Public,Middle,CT,Jersey City,146169 Oak Avenue,7534
1342,"Day, Miller and York",10,Private,Elementary,CT,Rochester,555588 Oak Avenue,13373
1343,"Perez, Elliott and Mcfarland",4,Public,High,CT,Stamford,88638 Santos Stream,6067
1344,Johnston PLC,4,Public,Elementary,CT,Jersey City,1166592 Chad Valley,8938
1345,"Delgado, Rodriguez and Collier",8,Public,Elementary,CT,Jersey City,812380 Cedar Lane,8938
1346,"Holt, Smith and Thomas",10,Public,Elementary,CT,Syracuse,205938 Chad Valley,12135
1347,Evans-Wells,7,Public,Elementary,NJ,Elizabeth,239766 Maple Street,7894
1348,"Smith, Liu and Morgan",2,Public,Middle,NJ,Elizabeth,295212 Chad Valley,7894
1349,Bauer Inc,3,Private,High,CT,Bridgeport,661010 Omar Park,6323
1350,Clark-Willis,7,Public,Middle,CT,Bridgeport,1282500 Pine Drive,6323
1351,Moore-Davis,4,Private,High,CT,Bridgeport,784931 Dawson Terrace,6323
1352,Gonzales-Cole,8,Private,Elementary,CT,Hartford,352872 Dawson Terrace,6241
1353,Garcia-Webster,9,Public,Pre-K,CT,Hartford,634557 Dawson Terrace,6241
1354,"Brooks, Ellis and Long",9,Private,Middle,CT,New Haven,353394 Maple Street,6160
1355,Anderson-Simmons,6,Private,Pre-K,CT,New Haven,750670 Oak Avenue,6160
1356,Macdonald-Campbell,2,Private,Middle,CT,New Haven,334932 Pine Drive,6160
1357,Evans and Sons,8,Private,Elementary,CT,Paterson,1274223 Elm Circle,7104
1358,Williams PLC,2,Public,Middle,CT,Paterson,1261582 Cedar Lane,7104
1359,Stevens-Cobb,4,Private,Elementary,CT,Rochester,1005660 Pine Drive,12931
1360,Mack-Allison,10,Public,Middle,CT,Rochester,1164160 Cedar Lane,12931
1361,"Campbell, Ochoa and Garcia",10,Private,Elementary,CT,Rochester,340250 Elm Circle,12931
1362,James-Jensen,7,Private,Elementary,CT,Waterbury,163440 Omar Park,6177
1363,"Hanson, Martinez and Butler",7,Public,High,CT,New Haven,791903 Chad Valley,6045
1364,Hopkins-Johnson,6,Private,Elementary,CT,New Haven,1158036 Dawson Terrace,6045
1365,Norton-Simmons,7,Private,High,CT,New Haven,192465 Cedar Lane,6045
1366,Smith Group,1,Private,Elementary,CT,Waterbury,797744 Elm Circle,6251
1367,Lucas Group,0,Public,Pre-K,CT,New Haven,590544 Santos Stream,6375
1368,Sellers-Martin,0,Private,Elementary,CT,New Haven,603288 Omar Park,6375
1369,Compton-Hurley,9,Public,Pre-K,CT,Waterbury,105413 Cedar Lane,6004
1370,"Perry, Camacho and Cortez",7,Private,Pre-K,CT,Waterbury,184950 Omar Park,6004
1371,Owens and Sons,9,Public,Elementary,CT,Waterbury,876069 Santos Stream,6004
1372,Mcmahon-Cook,4,Public,Pre-K,NJ,Elizabeth,1282820 Omar Park,8542
1373,"Coleman, Mitchell and Sanchez",2,Private,High,NJ,Elizabeth,774372 Omar Park,8542
1374,Hayden-Chavez,2,Private,Middle,NJ,Elizabeth,244572 Dawson Terrace,8542
1375,"Soto, Gonzales and Martin",10,Public,Elementary,CT,Stamford,50875 Oak Avenue,6045
1376,Oneill LLC,0,Public,Pre-K,CT,Hartford,787072 Cedar Lane,6152
1377,"Medina, Rodriguez and Davis",10,Private,Elementary,CT,Hartford,820692 Pine Drive,6152
1378,Harrington-Lewis,9,Public,High,NY,Buffalo,1216774 Alison Bridge,14151
1379,Lopez-Thompson,9,Private,Elementary,NY,Buffalo,110320 Santos Stream,14151
1380,"Dominguez, Campbell and Thomas",5,Private,Elementary,NY,Buffalo,474720 Alison Bridge,14151
1381,"Clark, Lee and Valdez",1,Private,Pre-K,CT,Albany,1173850 Maple Street,14446
1382,Lane-Barker,8,Private,High,NJ,Elizabeth,345500 Oak Avenue,8279
1383,Fuller-Cox,4,Public,Middle,NJ,Elizabeth,71916 Maple Street,8279
1384,"Santos, Rhodes and Christensen",9,Private,Middle,NJ,Elizabeth,1303728 Chad Valley,8279
1385,"Weaver, Peck and Garcia",10,Public,Pre-K,CT,Stamford,831000 Omar Park,6318
1386,Torres-Valencia,4,Private,Elementary,CT,New Haven,148302 Chad Valley,6309
1387,Wagner LLC,3,Public,Pre-K,CT,New Haven,1022219 Oak Avenue,6309
1388,"Clarke, Thomas and Hunter",5,Private,Pre-K,CT,New Haven,809204 Elm Circle,6309
1389,"Williams, Murphy and Dodson",6,Public,Pre-K,CT,New Haven,619494 Omar Park,6103
1390,Gray Ltd,7,Public,Elementary,CT,New Haven,1143970 Maple Street,6103
1391,Griffin LLC,5,Private,High,CT,New Haven,685763 Elm Circle,6103
1392,Leon Ltd,7,Private,Pre-K,NJ,Elizabeth,494160 Alison Bridge,7349
1393,"Brooks, Mueller and Hill",2,Private,Elementary,NJ,Elizabeth,1306634 Alison Bridge,7349
1394,Hale LLC,4,Private,High,NJ,Elizabeth,920040 Dawson Terrace,7349
1395,"Reynolds, Hill and Robinson",5,Public,Pre-K,CT,Paterson,647280 Omar Park,7533
1396,Mckenzie and Sons,1,Private,Middle,CT,New Haven,526292 Elm Circle,6041
1397,"Schmidt, Anderson and Harris",4,Public,High,CT,Hartford,1209802 Pine Drive,6193
1398,"Washington, Bruce and Schwartz",2,Public,Pre-K,CT,Hartford,459942 Alison Bridge,6193
1399,"Aguirre, Wilson and Davis",0,Private,High,CT,Hartford,265810 Pine Drive,6193
1400,Coleman-Sweeney,0,Public,High,CT,New Haven,1289400 Alison Bridge,6207
1401,"Turner, Williams and Thomas",0,Public,High,NY,New York,472137 Maple Street,11826
1402,Suarez Ltd,7,Public,High,NY,New York,315450 Santos Stream,11826
1403,"Perez, Jimenez and Miller",3,Public,High,CT,Hartford,681858 Chad Valley,6239
1404,Carr-Brown,2,Private,High,CT,Hartford,627588 Oak Avenue,6239
1405,Weber-Hansen,9,Private,Pre-K,CT,Hartford,709525 Santos Stream,6239
1406,"Lee, Williams and Hernandez",5,Private,Middle,CT,Waterbury,1039034 Omar Park,6346
1407,Khan-Brown,1,Private,Elementary,CT,Waterbury,270144 Chad Valley,6346
1408,James Ltd,9,Public,High,CT,Newark,1019392 Elm Circle,7793
1409,Evans and Sons,8,Public,Elementary,CT,Jersey City,803130 Chad Valley,8473
1410,"Thompson, Pacheco and Stevens",0,Private,Pre-K,CT,Stamford,634500 Maple Street,6183
1411,"Lee, Floyd and Garcia",1,Private,High,CT,Stamford,454342 Cedar Lane,6183
1412,"Nichols, Torres and Jackson",1,Private,Middle,CT,Stamford,1083004 Dawson Terrace,6183
1413,Moreno Ltd,4,Public,Elementary,NY,Buffalo,500202 Pine Drive,14109
1414,Gilbert PLC,4,Private,High,NY,Buffalo,35350 Cedar Lane,14383
1415,Perez Inc,7,Private,Pre-K,CT,Hartford,530625 Alison Bridge,6362
1416,Dawson-Zamora,2,Private,Middle,CT,Hartford,433296 Cedar Lane,6362
1417,Lamb Group,2,Public,Elementary,NY,New York,1115179 Cedar Lane,12289
1418,Jones Group,6,Public,Elementary,CT,Bridgeport,1254930 Pine Drive,6235
1419,Hawkins LLC,5,Public,High,NY,Buffalo,110682 Pine Drive,14642
1420,Mendez-Meyer,4,Public,Middle,NY,Buffalo,391920 Oak Avenue,14642
1421,Coleman-Parsons,4,Public,Middle,NY,Buffalo,75313 Cedar Lane,14642
1422,"Hicks, Terry and Jones",10,Public,Middle,CT,Paterson,995400 Elm Circle,8892
1423,"Smith, Moore and Davis",7,Public,Middle,CT,Paterson,412670 Pine Drive,8892
1424,Schmidt PLC,10,Public,Pre-K,CT,Trenton,254896 Chad Valley,8609
1425,Brown-West,5,Private,Middle,CT,Bridgeport,889200 Chad Valley,6373
1426,Rocha-Davis,1,Private,Elementary,CT,Stamford,115506 Dawson Terrace,6274
1427,Knight-Sanchez,0,Public,Elementary,CT,Syracuse,89901 Dawson Terrace,11008
1428,Sullivan Inc,7,Public,Pre-K,CT,Waterbury,951048 Elm Circle,6264
1429,Quinn LLC,6,Private,Elementary,CT,Waterbury,161477 Santos Stream,6264
1430,Wood Inc,5,Public,Elementary,NY,Buffalo,989560 Pine Drive,12913
1431,Long Ltd,7,Public,Middle,NY,Buffalo,465075 Alison Bridge,12913
1432,Rice PLC,4,Public,Elementary,NY,Buffalo,1089752 Chad Valley,12913
1433,Brown Inc,8,Private,Pre-K,NY,New York,137568 Alison Bridge,10121
1434,Blair-Mckee,4,Private,Middle,NY,New York,434502 Cedar Lane,10121
1435,Hudson Ltd,10,Private,High,NY,New York,520905 Omar Park,10121
1436,"Wu, Gomez and Richards",8,Private,Middle,CT,Waterbury,749592 Chad Valley,6194
1437,Williams-Miller,0,Private,Pre-K,CT,Waterbury,1349343 Maple Street,6194
1438,"Brown, Hayes and Keller",0,Public,Middle,CT,Newark,484606 Oak Avenue,8498
1439,Fleming-Holloway,10,Private,Middle,CT,New Haven,466236 Cedar Lane,6228
1440,"Thomas, Acosta and Freeman",7,Public,Pre-K,CT,New Haven,178560 Dawson Terrace,6228
1441,English LLC,5,Public,Middle,CT,Bridgeport,185889 Chad Valley,6048
1442,Washington Ltd,9,Private,Pre-K,CT,Jersey City,545076 Alison Bridge,8886
1443,Huff PLC,1,Private,Pre-K,NJ,Elizabeth,1139970 Chad Valley,7198
1444,"Rush, Murphy and Johnson",0,Public,High,CT,Syracuse,909720 Pine Drive,12860
1445,Garcia-Tran,4,Public,Elementary,NJ,Elizabeth,1400205 Cedar Lane,7239
1446,"Robinson, Perkins and Wright",1,Public,Elementary,NJ,Elizabeth,921102 Maple Street,7239
1447,Smith-Adkins,3,Private,Middle,NJ,Elizabeth,62221 Maple Street,7239
1448,"Aguilar, Meyer and Hebert",5,Private,Middle,CT,Hartford,78192 Oak Avenue,6307
1449,"Stevens, Clark and Hill",2,Private,High,CT,Hartford,1389591 Maple Street,6307
1450,"Perkins, Todd and Ford",5,Private,High,CT,Hartford,716300 Elm Circle,6307
1451,Thomas LLC,5,Private,High,CT,Hartford,651499 Oak Avenue,6004
1452,"Spears, Lee and Gomez",9,Public,Pre-K,CT,Hartford,1351812 Cedar Lane,6004
1453,Shepherd-Walton,3,Private,High,NY,Buffalo,398122 Dawson Terrace,12809
1454,Lopez-Love,8,Public,High,NY,Buffalo,786614 Oak Avenue,12809
1455,Thomas PLC,6,Public,Middle,NY,Buffalo,469965 Pine Drive,12809
1456,Schroeder-Willis,4,Public,High,NY,Buffalo,760032 Chad Valley,11426
1457,Howard Inc,8,Private,Pre-K,NY,Buffalo,42253 Oak Avenue,11426
1458,"Ferguson, Harris and Erickson",6,Private,Pre-K,NY,Buffalo,1162026 Chad Valley,11426
1459,"Haynes, Watson and Rogers",5,Private,Middle,NY,Buffalo,332652 Pine Drive,14347
1460,"Thompson, Johnson and Smith",5,Public,High,NY,Buffalo,1224940 Cedar Lane,14347
1461,Bell Inc,10,Public,High,CT,New Haven,574173 Chad Valley,6332
1462,"Lucas, Johnson and Krause",3,Public,Pre-K,CT,Rochester,1267554 Omar Park,11709
1463,White-Warren,4,Public,High,CT,Rochester,450604 Cedar Lane,11709
1464,Rodgers PLC,0,Public,High,CT,Hartford,1240008 Maple Street,6027
1465,"Boone, Nichols and Anderson",6,Public,High,CT,Hartford,638740 Alison Bridge,6027
1466,Tucker-Weeks,1,Private,Elementary,NY,Buffalo,1464534 Omar Park,13796
1467,Gonzales and Sons,6,Private,Middle,NY,Buffalo,940347 Chad Valley,13796
1468,Noble-Clark,9,Private,Elementary,NY,Buffalo,569584 Pine Drive,13796
1469,Young-Parker,2,Private,Middle,CT,Jersey City,1085591 Dawson Terrace,7908
1470,Carter Ltd,3,Public,Pre-K,CT,Jersey City,1250970 Maple Street,7908
1471,"Trujillo, Moore and Walker",3,Public,High,NY,New York,432474 Oak Avenue,12324
1472,"Walker, Cowan and Page",2,Private,Middle,NY,New York,1449920 Cedar Lane,12324
1473,Herrera LLC,3,Public,Elementary,NY,New York,458103 Maple Street,12324
1474,Horne Ltd,9,Private,High,CT,Waterbury,1440098 Elm Circle,6309
1475,Ortiz and Sons,0,Private,Pre-K,CT,Rochester,901225 Santos Stream,10188
1476,Schmidt LLC,1,Private,Middle,NJ,Elizabeth,857556 Santos Stream,8398
1477,Trujillo-Ponce,2,Public,Middle,NJ,Elizabeth,1258404 Cedar Lane,8398
1478,Carson-Sanchez,0,Private,Middle,NJ,Elizabeth,215788 Omar Park,8398
1479,"Marquez, Murphy and Pope",2,Private,High,CT,Bridgeport,964308 Omar Park,6243
1480,Mcconnell-Mcdonald,2,Private,Elementary,CT,Bridgeport,1422280 Pine Drive,6243
1481,"Hamilton, Moreno and Mason",4,Public,Elementary,CT,Syracuse,907853 Cedar Lane,14520
1482,"Schmidt, Gentry and Rodriguez",8,Public,Middle,CT,Paterson,892164 Pine Drive,7871
1483,"Guzman, Reid and Hooper",0,Private,Pre-K,CT,Paterson,35592 Alison Bridge,7871
1484,Lee-Davis,6,Public,Pre-K,CT,Paterson,636636 Oak Avenue,7871
1485,Scott Inc,0,Public,Elementary,CT,Albany,190080 Pine Drive,14615
1486,Haney-Pitts,5,Public,Pre-K,CT,Albany,814328 Alison Bridge,11748
1487,"Soto, Robertson and Garcia",6,Public,Elementary,CT,Albany,939784 Pine Drive,11748
1488,Davis Inc,8,Public,Middle,CT,Albany,534192 Santos Stream,11748
1489,"Lee, Reynolds and Garcia",4,Public,Elementary,NY,New York,23824 Pine Drive,12814
1490,Gray Inc,3,Public,Elementary,NY,New York,449980 Santos Stream,12814
1491,"Dixon, Horn and Baker",9,Public,Middle,CT,Albany,1417941 Oak Avenue,11302
1492,Taylor PLC,1,Public,Pre-K,CT,Albany,34316 Oak Avenue,11302
1493,"Pineda, Davis and Kennedy",8,Public,Elementary,CT,Hartford,1068988 Omar Park,6337
1494,Sanchez LLC,10,Private,Elementary,CT,Syracuse,1162332 Pine Drive,10187
1495,Esparza-Fischer,8,Private,Middle,CT,Syracuse,321425 Santos Stream,10187
1496,Zimmerman-Lewis,5,Public,Pre-K,CT,Syracuse,185504 Chad Valley,10187
1497,Roberts-Booker,4,Private,Elementary,CT,Paterson,670656 Oak Avenue,7239
1498,"Wilson, Perkins and Casey",1,Private,Middle,CT,Paterson,852362 Omar Park,7239
1499,"Baker, Petersen and Tucker",4,Public,Elementary,CT,Paterson,178381 Maple Street,7239
1500,Gilmore-Andrews,3,Public,High,CT,Trenton,531000 Pine Drive,8670
1501,Harrison LLC,8,Public,Middle,CT,Trenton,794029 Maple Street,8670
1502,Klein-Cervantes,6,Private,Pre-K,CT,Hartford,808076 Santos Stream,6007
1503,Smith-Goodwin,5,Private,Pre-K,CT,Hartford,551601 Elm Circle,6191
1504,Wright-Williams,7,Public,Pre-K,CT,Hartford,440672 Cedar Lane,6191
1505,"Edwards, Hughes and King",0,Public,Pre-K,CT,Hartford,180600 Pine Drive,6295
1506,"King, Collins and Griffin",3,Public,Elementary,CT,Hartford,521076 Omar Park,6295
1507,"Shaffer, Richardson and Dalton",0,Private,Elementary,CT,Hartford,1217656 Oak Avenue,6295
1508,Dillon Ltd,7,Private,Pre-K,NY,Buffalo,102544 Omar Park,10684
1509,"Wright, Holmes and Fowler",10,Private,Pre-K,CT,Bridgeport,276147 Pine Drive,6196
1510,Rodriguez-Myers,0,Private,Pre-K,NY,New York,437900 Omar Park,12158
1511,Wright-Mclean,9,Public,Elementary,CT,Waterbury,1151382 Chad Valley,6177
1512,"Pope, Perez and Harris",1,Public,Pre-K,CT,Waterbury,148176 Chad Valley,6300
1513,"Torres, Sweeney and Smith",1,Public,Pre-K,CT,Waterbury,329834 Elm Circle,6300
1514,"Smith, Maxwell and Morris",4,Public,High,CT,Stamford,831186 Cedar Lane,6271
1515,"Miller, Reeves and Pennington",8,Private,High,CT,Rochester,524190 Pine Drive,11706
1516,Hardy-Simmons,4,Private,Pre-K,CT,Rochester,1324984 Cedar Lane,11706
1517,Hunt-Christensen,6,Public,Middle,CT,Waterbury,1025492 Maple Street,6288
1518,"Campbell, Alexander and Nunez",5,Public,Pre-K,CT,Paterson,1047420 Omar Park,7044
1519,Sanders-Gonzalez,1,Private,High,CT,Paterson,820260 Omar Park,7044
1520,Anderson-Hart,7,Public,Middle,CT,Hartford,1279840 Maple Street,6197
1521,Spears Inc,0,Private,Middle,CT,Hartford,883701 Pine Drive,6197
1522,"Riley, Thompson and Moon",7,Public,Pre-K,CT,Hartford,902546 Cedar Lane,6197
1523,Collins-Acosta,8,Public,High,CT,Newark,1384407 Alison Bridge,7752
1524,"Rogers, King and Webb",6,Public,High,CT,Newark,1510284 Dawson Terrace,7752
1525,Curtis PLC,5,Public,Middle,CT,Hartford,805200 Omar Park,6165
1526,"Lloyd, Andersen and Johnson",6,Public,Pre-K,CT,Hartford,65618 Maple Street,6165
1527,Robertson-Escobar,8,Public,Elementary,NY,Buffalo,896349 Alison Bridge,14154
1528,Garcia-Henry,9,Public,Elementary,NY,Buffalo,470624 Pine Drive,14154
1529,"Spencer, Fox and Lambert",3,Private,High,CT,Newark,1236961 Dawson Terrace,7216
1530,Matthews Group,2,Private,Elementary,CT,Newark,1433610 Santos Stream,7216
1531,Davis-Brown,7,Private,High,CT,Trenton,1142126 Maple Street,8203
1532,Lewis-Lang,5,Private,High,CT,Trenton,516284 Omar Park,8203
1533,Mcdaniel-Velasquez,1,Private,High,NY,Buffalo,591738 Dawson Terrace,12645
1534,Cox and Sons,7,Public,Elementary,CT,Bridgeport,1434290 Dawson Terrace,6184
1535,Hodges Inc,8,Public,High,CT,Bridgeport,397565 Pine Drive,6184
1536,Mercado Group,10,Private,Middle,NY,New York,339456 Oak Avenue,12273
1537,Larson-Hurley,6,Public,Pre-K,CT,Stamford,1189638 Chad Valley,6099
1538,"Brown, Adkins and Becker",1,Private,Pre-K,CT,Jersey City,795146 Cedar Lane,7420
1539,Davis PLC,8,Private,High,CT,Jersey City,674082 Maple Street,7420
1540,"Reid, Smith and Wilson",2,Public,Pre-K,CT,Jersey City,993300 Omar Park,7420
1541,"Salinas, Douglas and Abbott",8,Public,Elementary,CT,Rochester,1439294 Pine Drive,11778
1542,Hill LLC,1,Public,Elementary,CT,Rochester,1511160 Alison Bridge,11778
1543,"Hamilton, Melton and Mitchell",8,Private,Pre-K,CT,Rochester,1218970 Cedar Lane,11778
1544,Russell Group,1,Public,Elementary,CT,Hartford,1080800 Alison Bridge,6224
1545,"Martin, Collins and Love",2,Private,Pre-K,CT,Hartford,466590 Pine Drive,6224
1546,Young Inc,7,Private,Pre-K,CT,Stamford,377224 Cedar Lane,6142
1547,Gutierrez Inc,2,Private,Pre-K,CT,Syracuse,1505231 Omar Park,10898
1548,Reyes-Chambers,6,Public,High,CT,Bridgeport,294120 Pine Drive,6014
1549,Woodard-Graham,1,Public,Pre-K,CT,Bridgeport,805480 Chad Valley,6014
1550,Joseph-Ramirez,3,Private,High,CT,Trenton,35650 Alison Bridge,8653
1551,Ewing LLC,8,Public,Pre-K,CT,Albany,1146189 Omar Park,10438
1552,Baldwin LLC,8,Public,Pre-K,CT,Albany,1222976 Maple Street,10438
1553,Lambert LLC,9,Public,Pre-K,CT,Albany,745440 Oak Avenue,10438
1554,Patterson PLC,7,Private,Elementary,CT,Albany,306138 Santos Stream,12168
1555,Wagner Group,3,Private,High,CT,Albany,510040 Oak Avenue,12168
1556,"Jenkins, Murray and Hobbs",3,Public,High,NY,New York,742212 Chad Valley,12848
1557,Stewart Group,9,Private,Pre-K,NY,New York,555849 Chad Valley,12848
1558,Johnson-Singh,1,Public,Pre-K,NY,New York,1439592 Alison Bridge,12848
1559,Pacheco PLC,10,Public,Elementary,CT,Bridgeport,1049207 Maple Street,6012
1560,Scott Inc,9,Public,Elementary,CT,Bridgeport,627120 Pine Drive,6012
1561,"Williams, Saunders and Reed",6,Public,Elementary,CT,Paterson,875721 Pine Drive,7085
1562,Burton and Sons,9,Private,High,CT,Bridgeport,118712 Chad Valley,6033
1563,"Hoover, Oconnor and Wu",5,Private,High,CT,Jersey City,153174 Santos Stream,7884
1564,"Fernandez, Deleon and Roman",10,Private,High,CT,Newark,552092 Omar Park,8773
1565,"Kelly, Perry and Perez",9,Public,Pre-K,NY,New York,145545 Oak Avenue,10608
1566,Rogers and Sons,4,Public,High,NY,New York,28188 Omar Park,10608
1567,"Arnold, Stevens and Buck",4,Public,Middle,CT,Paterson,311833 Pine Drive,8723
1568,Fisher Ltd,8,Private,Middle,CT,Stamford,980000 Pine Drive,6160
1569,Adams Group,7,Public,Elementary,CT,Paterson,513063 Oak Avenue,7002
1570,Greer-Heath,2,Private,High,CT,Paterson,455300 Omar Park,7002
1571,"Carter, Flowers and Moody",5,Private,Middle,CT,Paterson,361330 Elm Circle,7002
1572,Collins-Nash,3,Private,Elementary,CT,Trenton,1100400 Pine Drive,8772
1573,Hurley LLC,10,Private,High,CT,Trenton,475046 Alison Bridge,8772
1574,"Bennett, Estrada and Green",6,Private,Pre-K,CT,Trenton,399796 Alison Bridge,8772
1575,Davenport LLC,8,Private,Middle,NY,New York,965475 Pine Drive,11725
1576,"Baker, Johnson and Jimenez",6,Public,Pre-K,NY,New York,1514536 Cedar Lane,11725
1577,"Lawson, Day and Hamilton",9,Public,High,NY,New York,258628 Cedar Lane,11725
1578,"Johnson, Webb and Snyder",6,Private,Middle,CT,Albany,440262 Omar Park,12852
1579,Poole-Sanchez,2,Private,High,CT,Albany,1332676 Pine Drive,12852
1580,Gomez-Thomas,1,Public,Pre-K,CT,Newark,115340 Dawson Terrace,7106
1581,Meyer PLC,2,Private,Middle,CT,Hartford,1125672 Chad Valley,6364
1582,Hicks-Williams,5,Private,Pre-K,CT,Rochester,341712 Santos Stream,14702
